,Unnamed: 0,iso_code,continent,Country,date,total_cases,new_cases,total_deaths,total_cases_per_million,total_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Alcoholic Beverages,Animal fats,Animal Products,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar & Sweeteners,Sugar Crops,Treenuts,Vegetable Oils,Vegetables,Vegetal Products,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,Unit (all except Population)
93,51041,MUS,Africa,Mauritius,2021-05-12,1266.0,9.0,17.0,995.465,13.367,,1271767.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,3.0805,0.0074,9.27,0.0102,17.1855,0.591,2.1303,3.568,4.6992,1.7166,1.0545,0.1173,0.4479,0.856,0.1847,1.8348,0.1625,3.568,0.0,0.0369,2.049,6.7122,40.7175,11.5,6.5,0.0461660079051383,0.0007905138339920951,0.0426877470355731,0.00268774703557312,1265000.0,%
94,51539,MEX,North America,Mexico,2021-05-12,2371483.0,3090.0,219590.0,18393.177,1703.136,,128932753.0,66.444,29.3,6.857,4.3210000000000015,17336.468999999994,2.5,152.783,13.06,6.9,21.4,87.84700000000002,1.38,75.05,0.779,4.4105,0.1672,15.1527,0.0201,11.4325,1.2967,0.9656,7.6794,4.3561,7.9917,0.0275,0.3552,0.1947,0.7071,0.1121,1.1644,0.0248,3.2266,0.0,0.1121,0.6856,5.0713,34.8456,28.4,3.6,1.5071991986978799,0.129731125579066,1.15980499561788,0.217663077500939,127792000.0,%
95,52950,MNG,Asia,Mongolia,2021-05-12,47033.0,585.0,193.0,14346.8,58.872,,3278292.0,1.98,28.6,4.0310000000000015,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,3.1430000000000002,0.3846,25.8904,0.0,10.1415,0.3727,0.044000000000000004,1.0413,8.0929,15.856,0.5962,1.1411,0.0266,0.0366,0.0037,2.6155,0.1401,1.4680000000000002,0.0,0.0137,0.555,4.3326,24.1046,19.6,13.4,0.0601904195180006,5.9506099375186e-05,0.0431121689973222,0.0170187444213032,3361000.0,%
96,53372,MNE,Europe,Montenegro,2021-05-12,98546.0,97.0,1548.0,156904.892,2464.725,,628062.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.8290000000000001,2.2188,0.2067,22.8328,0.0014,5.0447,0.5542,0.6472,5.7297,3.3604,17.9487,0.847,0.1132,0.0865,0.2113,0.0175,1.1955,0.2605,6.0418,0.0,0.0948,0.4258,5.0001,27.1612,24.9,<2.5,10.4081993569132,0.134405144694534,9.03987138263666,1.23392282958199,622000.0,%
97,53906,MAR,Africa,Morocco,2021-05-12,514432.0,268.0,9088.0,13937.258999999998,246.217,,36910558.0,80.08,29.6,6.769,4.209,7485.013000000001,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.6859999999999999,0.287,0.1449,8.4754,0.0,18.7029,0.4848,1.3901,7.211,2.5074,3.7539999999999996,0.0079,0.1949,0.1892,0.3306,0.1185,3.4356,0.2042,2.6816,0.0,0.2549,0.8168,7.2860000000000005,41.5224,25.6,3.4,1.32111148197597,0.0233116377392078,1.2625751001335102,0.0352247441032488,35952000.0,%
98,54323,MOZ,Africa,Mozambique,2021-05-12,70287.0,20.0,826.0,2248.793,26.427,,31255435.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.7,60.85,0.456,1.2195,0.0297,4.0111,0.0,13.1904,0.1932,1.1353,2.8312,0.9302,1.6385,0.1565,0.0852,0.1258,1.2809,0.004,22.2864,0.105,1.0649,0.0,0.2011,0.7509,2.7738,45.9864,6.0,27.9,0.141538856446127,0.00144708977732144,0.0859590579477636,0.0541327087210422,31166000.0,%
99,54735,MMR,Asia,Myanmar,2021-05-12,142997.0,23.0,3211.0,2628.148,59.015,,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.28699999999998,0.9,67.13,0.583,0.2195,0.1751,13.5188,0.0034,16.7608,0.4613,4.0424,4.0287,4.9753,3.6306,0.3391,0.2298,1.1003,1.2806,0.217,1.4514,0.2298,2.8592,0.0,0.2913,0.6322,7.0725,36.4807,5.7,10.6,,,,,54704000.0,%
100,55160,NAM,Africa,Namibia,2021-05-12,50515.0,214.0,702.0,19880.626,276.278,,2540916.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.6459999999999999,5.4716,0.1134,9.6094,0.0053,9.9189,0.1196,1.0164,3.1266,2.6844,5.4479,0.7228,0.2207,0.0818,0.7298,0.1266,12.8231,0.0888,3.9848,0.0009,0.0114,0.9531,2.3626,40.38,15.0,27.3,1.3712711530893302,0.0146005509641873,1.3128295946477802,0.0438410074773711,2541000.0,%
101,55657,NPL,Asia,Nepal,2021-05-12,422349.0,9238.0,4252.0,14495.376,145.93200000000004,,29136808.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,0.3318,0.0312,5.4355,0.0,18.1511,0.1435,0.205,4.7443,0.9817,3.9212,0.0594,0.1536,0.0594,0.9107,0.4195,6.0521,0.0319,0.547,3.0677,0.0978,0.8209,9.277000000000001,44.5576,3.8,8.7,0.906140818775837,0.00678423789838645,0.8928257100946791,0.00653087078277104,29996000.0,%
102,56098,NLD,Europe,Netherlands,2021-05-12,1604659.0,6379.0,17664.0,93648.724,1030.88,,17134873.0,508.544,43.2,18.779,11.880999999999998,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,4.3903,0.3343,24.2977,0.0111,4.9685,0.747,1.1517,4.923,4.0105,18.0051,0.0,0.0397,0.1111,0.0852,0.064,4.2639,0.2904,2.3446,0.0,0.1587,0.8485,3.2587,25.6959,23.1,<2.5,5.81529169290662,0.0828304803343448,0.0760634339039331,5.65639777866835,17467000.0,%
103,56197,NCL,Oceania,New Caledonia,2021-05-11,,,,,,,285491.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,5.0363,0.0821,11.7818,0.0804,8.584,0.7494,2.0361,5.5855,5.8687,2.7675,3.6589,0.1993,2.2961,0.1275,0.0488,2.5648,0.1745,3.1901,0.0,0.0376,1.3157,5.5941,38.2208,,7.1,,,,,295000.0,%
104,56637,NZL,Oceania,New Zealand,2021-05-12,2644.0,1.0,26.0,548.294,5.392,,4822233.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5.222,0.7446,17.5777,0.017,7.7522,0.7067,1.6771,4.0202,6.8421,7.4627,0.0,0.1275,0.3296,0.2414,0.0495,3.3719,0.2374,3.8188,0.0109,0.1499,0.5364,6.6889,32.4155,32.0,<2.5,0.0465209544816523,0.000501303388810908,0.0446962101463806,0.0013234409464608,4987000.0,%
105,57057,NIC,North America,Nicaragua,2021-05-12,7086.0,0.0,184.0,1069.657,27.775,,6624554.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,1.7194,0.0836,13.1538,0.003,16.8052,0.5489999999999999,0.6557,3.8377,3.1044,8.5527,0.6658,0.2055,0.3354,1.3618,0.006,1.9118,0.005,5.7021,0.0,0.003,0.9227,3.5808,36.8356,21.8,17,0.0954972710733778,0.00257731958762887,0.0640539721043056,0.0288659793814433,6596000.0,%
106,57476,NER,Africa,Niger,2021-05-12,5325.0,1.0,192.0,219.981,7.932,,24206636.0,16.955,15.1,2.553,1.378,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.3,62.42,0.394,0.0558,0.1185,7.2385,0.0,22.2843,0.0239,0.2022,2.5503,1.2702,5.4224,0.0687,0.2022,1.4804,3.4838,0.0807,1.3489,0.0349,0.3666,0.0,0.0,0.3975,10.6117,42.7585,4.7,16.5,0.0190086402910414,0.0006821282401091411,0.0163297366571582,0.00199677539377403,24189000.0,%
107,57916,NGA,Africa,Nigeria,2021-05-12,165559.0,44.0,2066.0,803.14,10.022,,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.4540000000015,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,4.0037,0.0151,1.7391,0.0,10.922,0.1976,0.7239,4.4268,0.5675,0.17300000000000001,0.0437,0.0627,0.4763,0.8311,0.1715,19.5271,0.0064,0.6501,0.0,0.0841,0.8573,6.2627,48.2585,7.8,13.4,0.0675472979528476,0.000798971572717571,0.0546022120888716,0.0121461142912584,206140000.0,%
108,58835,MKD,Europe,North Macedonia,2021-05-12,154372.0,150.0,5151.0,74096.9,2472.425,,2083380.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,1.9045,0.3784,12.0639,0.0,7.3937,0.2847,0.3507,5.0893,2.0683,8.8045,0.2959,0.1773,0.3253,0.2847,0.1288,3.6779,0.2474,2.9104,0.0,0.1796,0.9505,14.5512,37.933,23.9,3.2,4.54802884615385,0.140192307692308,4.02572115384615,0.382115384615385,2080000.0,%
109,59396,NOR,Europe,Norway,2021-05-12,117995.0,500.0,774.0,21765.308,142.77200000000005,,5421242.0,14.462,39.7,16.820999999999998,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,3.7939,0.6119,21.1992,0.0005,5.9777,0.6194,2.7466,4.2801,3.6083,13.5227,3.6634,0.0893,0.3113,0.3204,0.0235,2.8097,0.4819,2.2652,0.0,0.099,0.8697,3.9131,28.7933,25.0,<2.5,1.2001670688695,0.0108037868943753,0.334100612585855,0.85526266938927,5387000.0,%
110,60314,OMN,Asia,Oman,2021-05-12,202713.0,0.0,2148.0,39696.104,420.63,,5106622.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,0.2621,0.0571,13.5101,0.0,9.6835,0.5741,2.0105,9.787,3.0531,7.6265,0.0423,0.1888,0.1338,0.2776,0.2297,1.6984,0.1395,2.5903,0.0077,0.0521,0.6995,10.8902,36.486,22.9,6.8,2.86528750265224,0.0325058349246764,2.70031826861871,0.13246339910884802,4713000.0,%
111,60757,PAK,Asia,Pakistan,2021-05-12,870703.0,3265.0,19336.0,3941.753,87.536,,220892331.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,0.0085,0.0969,22.2758,0.0011,14.6224,0.3577,0.1831,2.4099,1.7957,19.6466,0.0117,0.1969,0.3577,0.6993,0.1618,1.8202,0.5258,2.6707,1.7915,0.0852,0.3417,2.2173,27.7226,7.8,20.3,0.250961346972029,0.00541640264325156,0.230941432063004,0.0146035122657735,220940000.0,%
112,61621,PAN,North America,Panama,2021-05-12,368930.0,562.0,6285.0,85504.01800000001,1456.625,,4314768.0,55.133,29.7,7.917999999999998,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,6.6254,0.2467,12.3346,0.0031,14.2627,0.4604,1.005,6.6783,4.98,5.353,0.7431,0.2873,0.4589,0.4129,0.0153,1.3758,0.1195,4.2277,0.0,0.036000000000000004,0.7645,1.9480000000000002,37.6619,22.5,10,7.6223208031753495,0.127363997198226,6.77385010506654,0.721106700910577,4283000.0,%
113,62472,PRY,South America,Paraguay,2021-05-12,304889.0,2828.0,7358.0,42746.263,1031.612,,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,3.9095,0.2191,11.2654,0.0,7.5639,0.9035,0.3119,5.4532,4.0434,5.3208,0.1788,0.4675,0.2745,0.6185,0.0082,12.5302,1.0112,2.4084,0.0,0.0015,1.0733,3.7113,38.726,19.0,10.7,1.8966643694004102,0.0386905582356995,1.56259131633356,0.295382494831151,7255000.0,%
114,62965,PER,South America,Peru,2021-05-12,1865639.0,12269.0,64898.0,56582.789,1968.285,,32971846.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,3.8623,0.0316,8.6638,0.0014,11.814,0.6431,1.7993,8.5783,1.754,4.0729,0.0719,0.3629,0.2458,0.6367,0.0172,8.7924,0.2501,1.7339,0.0,0.023,0.5066,4.8044,41.3344,19.1,9.7,3.57374177431148,0.12775103582744302,3.31051364854984,0.135477089934194,32824000.0,%
115,63434,PHL,Asia,Philippines,2021-05-12,1118359.0,4812.0,18714.0,10205.767,170.778,,109581085.0,351.8730000000001,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.46300000000002,1.0,71.23,0.718,1.9716,0.3074,6.7108,0.0,20.0498,0.3527,2.4506,8.5466,3.2257,0.1045,0.1925,0.2717,0.5425,0.1106,0.034,2.8773,0.5399,2.3774,0.0,0.1838,0.4119,5.4481,43.2905,6.0,13.3,0.488698770772305,0.0101386189211633,0.4457570199213371,0.0328031319298054,109581000.0,%
116,63869,POL,Europe,Poland,2021-05-12,2842339.0,4159.0,70679.0,75101.558,1867.512,,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,6.8201,0.9842,16.559,0.0,7.9033,0.3702,0.5845,3.0079,4.85,9.7542,0.0,0.017,0.0798,0.1099,0.0202,5.5631,0.1509,2.4775,0.0,0.0476,0.3959,6.8655,33.439,25.6,<2.5,4.0281745204337005,0.10163156797331098,3.39233475813178,0.534208194328607,38368000.0,%
117,64311,PRT,Europe,Portugal,2021-05-12,840493.0,485.0,16998.0,82427.886,1667.009,,10196707.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.8640000000000001,4.7147,0.4077,18.6614,0.0005,6.2984,0.4053,2.7295,6.5126,4.5168,10.3936,0.1393,0.2079,0.0965,0.1618,0.0173,3.1060000000000003,0.2684,1.7316,0.0,0.2319,0.7246,7.3366,31.3374,23.2,<2.5,7.429605070697219,0.136070209653827,5.84683568990736,1.44669917113603,10255000.0,%
118,65192,ROU,Europe,Romania,2021-05-12,1068817.0,930.0,29233.0,55558.513,1519.57,,19237682.0,85.12899999999998,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,4.7679,0.3474,15.9287,0.0,8.0412,0.6848,0.2844,4.2115,3.0499,11.4018,0.2567,0.1594,0.0974,0.1045,0.1274,4.713,0.1398,1.4126,0.0,0.1093,0.7301,9.3641,34.0679,24.5,<2.5,3.86332830933943,0.0977547944493529,3.58335845330284,0.18221506158723605,19241000.0,%
119,66085,RWA,Africa,Rwanda,2021-05-12,25846.0,73.0,340.0,1995.49,26.25,,12952209.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,1.3631,0.0186,2.6366,0.0,3.5380000000000003,0.0269,0.5279,15.7285,0.6257,1.3521,0.0283,0.0855,0.2233,2.5036,0.0179,20.4415,0.011000000000000001,0.5782,0.0,0.0,0.2109,2.7193,47.3634,4.8,36.8,0.12613495985176,0.0016754169240271802,0.0930126621371217,0.0314468807906115,12952000.0,%
120,66565,KNA,North America,Saint Kitts and Nevis,2021-05-12,45.0,0.0,,845.992,,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,4.0867,0.1735,14.0252,0.0,6.3135,0.3868,3.4174,7.5449,7.8207,1.895,1.5442,0.3318,0.9470000000000001,0.5422,0.0901,2.715,0.0749,6.4623,0.0,0.0673,1.385,4.209,35.9677,23.1,,0.0740740740740741,0.0,0.0666666666666667,0.007407407407407409,54000.0,%
121,66990,LCA,North America,Saint Lucia,2021-05-12,4725.0,25.0,75.0,25731.23,408.432,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.20200000000001,1.3,76.2,0.759,7.8024,0.0252,14.8893,0.0009,7.2091,0.3326,3.0652,5.9453,8.17,2.8881,1.6054,0.4063,0.6274,0.5663,0.17800000000000002,2.6427,0.0602,3.7043,0.0,0.0575,0.6103,4.1169,35.0964,19.8,,0.996153846153846,0.009890109890109891,0.480769230769231,0.505494505494506,182000.0,%
122,67415,VCT,North America,Saint Vincent and the Grenadines,2021-05-12,1926.0,4.0,12.0,17359.64,108.16,,110947.0,281.7870000000001,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,2.526,0.022000000000000002,11.0865,0.0,9.0142,0.3412,1.3785,10.470999999999998,6.9184,2.2593,1.9325,0.1672,0.1049,0.6452,0.2113,4.3734,0.2933,3.4592,0.0,0.0357,0.7227,5.1371,38.9005,23.8,5.7,1.08288288288288,0.0027027027027027,0.36126126126126096,0.7189189189189191,111000.0,%
123,67591,WSM,Oceania,Samoa,2021-05-12,3.0,0.0,,15.12,,,198410.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,1.4236,0.2262,11.163,0.1236,3.6768,0.1314,2.7788,10.7845,5.7993,1.9647,0.7751,0.1398,10.5187,0.0,0.0582,7.6944,0.1344,2.0811,0.0036,0.0108,0.5117,1.1656,38.8349,45.5,2.7,0.001,0.0,0.001,0.0,200000.0,%
124,68434,STP,Africa,Sao Tome and Principe,2021-05-12,2320.0,0.0,35.0,10585.825,159.7,,219161.0,212.841,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,1.5187,0.022000000000000002,4.1199,0.0,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,0.424,0.0187,9.9865,0.3109,0.0293,3.7154,0.0073,2.5939,0.0,0.0024,0.7805,0.857,45.8801,10.6,7,0.643333333333333,0.00857142857142857,0.504761904761905,0.13,210000.0,%
125,68871,SAU,Asia,Saudi Arabia,2021-05-12,429389.0,1020.0,7111.0,12333.85,204.258,,34813867.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,0.0,0.3917,12.9962,0.0,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,0.669,0.1547,0.1492,0.4768,0.2434,1.4542,0.205,2.8571,0.0009,0.1135,1.7626,5.7024,37.0038,35.0,7.1,1.05579464056391,0.0182557575411661,1.03089809080791,0.00664079221483405,35041000.0,%
126,69311,SEN,Africa,Senegal,2021-05-12,40762.0,33.0,1121.0,2434.434,66.95,,16743930.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,0.3209,0.0353,5.3434,0.0,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,0.0148,0.20600000000000002,0.7637,0.4712,0.0717,2.6177,0.1161,2.0941,0.0,0.1047,1.9325,7.8951,44.6423,7.4,11.3,0.17014452938366,0.0040312947921643605,0.139106545628285,0.0270066889632107,16744000.0,%
127,69753,SRB,Europe,Serbia,2021-05-12,703497.0,1046.0,6611.0,103385.565,971.549,,6804596.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.8059999999999999,4.3919999999999995,0.2524,16.7466,0.0,9.7485,0.6322,0.4148,5.9753,3.5893,11.619000000000002,0.0067,0.2389,0.1322,0.1805,0.0242,2.545,0.243,2.0255,0.0007,0.1268,0.4644,7.3941,33.2476,23.5,5.7,5.84090843754492,0.0591059364668679,0.0,5.78180250107805,6957000.0,%
128,70586,SLE,Africa,Sierra Leone,2021-05-12,4089.0,0.0,79.0,512.6,9.903,,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,0.3009,0.0067,5.6877,0.0,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.2504,0.0857,0.5999,0.8913,0.0638,12.4228,0.0762,0.6323,0.0,0.1,1.276,4.5526,44.3138,7.5,25.6,0.0472859470979065,0.000990347248338975,0.0307383728218629,0.0155572270277047,7977000.0,%
129,71495,SVK,Europe,Slovakia,2021-05-12,386540.0,404.0,12096.0,70799.50099999999,2215.529,,5459643.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,6.1266,1.3559,18.9841,0.0,5.4026,0.9390000000000001,0.7045,3.5463,4.3096,11.4696,0.028999999999999998,0.2055,0.2055,0.0973,0.0421,3.6814,0.2513,5.5166,0.0,0.1118,1.4380000000000002,4.5601,31.0231,22.4,3.4,4.7926400585866,0.09401318198462101,4.361424386671549,0.33720248993042795,5462000.0,%
130,71961,SVN,Europe,Slovenia,2021-05-12,247449.0,724.0,4304.0,119026.981,2070.294,,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,4.9933,1.1248,18.9196,0.0005,7.6345,0.5376,0.6515,6.4367,4.1610000000000005,12.2569,0.6133,0.1879,0.1285,0.1106,0.0561,2.6837,0.2615,2.4915,0.0,0.1972,0.4739,5.002,31.0774,22.5,<2.5,8.2359010936757,0.171754636233952,7.312933903946741,0.751212553495007,2103000.0,%
131,72174,SLB,Oceania,Solomon Islands,2021-05-12,20.0,0.0,,29.117,,,686878.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.5670000000000001,0.8298,0.1038,3.8504,0.0121,9.0233,0.0826,2.2840000000000003,3.2798,0.8897,0.43799999999999994,0.5585,0.0394,5.0334,0.7366,0.0364,24.25,0.0856,0.8268,0.0,0.0356,0.3327,1.1223,46.1492,20.5,8.9,0.0023776223776223802,0.0,0.0013986013986014,0.0009790209790209788,715000.0,%
132,73058,ZAF,Africa,South Africa,2021-05-12,1602031.0,2759.0,54968.0,27011.741,926.812,,59308690.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,6.2658,0.0593,11.8433,0.0009,17.1035,0.594,0.5365,1.9355,5.3933,4.8155,0.0009,0.4448,0.2462,0.1546,0.0539,2.8503,0.1321,4.4677,0.0,0.0108,1.1726,3.7632,38.1554,27.0,6.2,2.4714899040719103,0.0774468370564164,2.24809988595962,0.14594318105588,59628000.0,%
133,74852,ESP,Europe,Spain,2021-05-12,3592751.0,6418.0,79208.0,76842.427,1694.115,,46754783.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,5.3152,0.2357,18.3382,0.0011,6.0548,0.7321,2.2646,4.8332,5.3456,9.5991,0.0,0.1605,0.265,0.2666,0.0069,3.0975,0.2229,1.8482,0.0,0.4287,1.5122,7.8139,31.6581,27.1,<2.5,6.176110003148941,0.12886742941114698,0.31568384591162,5.7315587278261795,47635000.0,%
134,75324,LKA,Asia,Sri Lanka,2021-05-12,133527.0,2429.0,850.0,6235.719,39.695,,21413250.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,0.6809999999999999,0.0147,5.5328,0.0039,20.7839,0.4178,3.0173,4.1171,0.8845,1.0948,0.0303,0.0998,7.1364,0.9608,0.5244,1.9793,0.2818,2.7209,0.0,0.135,0.2466,4.8753,44.4618,5.4,9,0.312604275880932,0.00160003646806765,0.28533527829694105,0.0256689611159229,21937000.0,%
135,75751,SDN,Africa,Sudan,2021-05-12,34889.0,0.0,2446.0,795.658,55.782,,43849269.0,23.258000000000006,19.7,3.548,2.0340000000000003,4466.507000000001,,431.388,15.67,,,23.437,0.8,65.31,0.51,0.0,0.0958,13.1178,0.0,12.9192,0.1176,0.1018,7.0919,2.1133,10.4116,0.0741,0.2796,0.49200000000000005,1.0631,0.0405,1.9167,0.1502,3.1231,0.7262,0.0,0.9366,8.3477,36.8813,7.4,20.1,0.0675819288923351,0.00417569385846884,0.0497023877397432,0.013703847294123,43849000.0,%
136,76176,SUR,South America,Suriname,2021-05-12,11427.0,121.0,220.0,19478.926,375.021,,586634.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,4.1704,0.0438,6.7984,0.0,13.9476,0.5407,1.4348,8.6872,3.6451,1.0789,1.2414,0.0576,0.6757,0.1719,0.0224,2.4553,0.0903,4.7051,0.3207,0.0155,1.3351,5.3705,43.1917,26.5,8.5,1.4297520661157,0.0264462809917355,1.3180165289256203,0.0852892561983471,605000.0,%
137,76643,SWE,Europe,Sweden,2021-05-12,1027934.0,6330.0,14267.0,101783.0,1412.6760000000004,,10099270.0,24.718000000000004,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,4.4232,1.0442,24.0627,0.0,6.1923,0.7266,1.7659,3.5405,4.1476,16.3687,0.4623,0.0086,0.1712,0.0937,0.0484,2.8343,0.5533,2.5211,0.0,0.0996,0.3967,4.611000000000001,25.9282,22.1,<2.5,5.666975040955959,0.11674857858725998,0.0,5.5502264623687,10377000.0,%
138,77086,CHE,Europe,Switzerland,2021-05-12,677210.0,1539.0,10725.0,78248.399,1239.223,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,4.9978,0.4802,22.4227,0.0022,5.9818,0.5377,0.9109,4.6041,3.6314,16.706,0.0,0.1549,0.1124,0.0995,0.0382,2.1542,0.3727,2.9737,0.0,0.2377,1.0637,4.9478,27.5705,21.2,<2.5,6.16021542738013,0.11125781792911699,3.67848042622191,2.37047718322909,8634000.0,%
139,78364,TJK,Asia,Tajikistan,2021-05-12,13308.0,0.0,90.0,1395.313,9.436,,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.6679999999999999,0.1423,0.0018,7.2363,0.0,13.3691,0.2255,0.0342,3.7863,1.5221,5.2373,0.2089,0.2144,0.1349,0.2486,0.0305,2.9278,0.0555,1.6607,0.0,0.0582,0.8419,19.2995,42.7642,12.6,,0.141139039134585,0.000954502068087814,0.14018453706649697,0.0,9429000.0,%
140,79282,THA,Asia,Thailand,2021-05-12,88907.0,1983.0,486.0,1273.74,6.962999999999999,,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,3.6223,0.0902,7.7828,0.0325,17.5571,1.1143,2.6297,8.3291,2.4675,1.3279,0.009000000000000001,0.1199,1.2775,0.2344,0.6626,1.8887,0.1262,4.0424,0.0,0.0938,0.7816,3.5962,42.2145,10.8,7.8,0.0351264015390627,0.000118736285207563,0.0254636727086903,0.00954399254516488,66534000.0,%
141,80134,TGO,Africa,Togo,2021-05-12,13210.0,43.0,125.0,1595.654,15.099,,8278737.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,1.0144,0.0292,3.6702,0.0,15.8144,0.1067,1.3178,0.91,1.4133,0.7246,0.7448,0.0775,0.4718,1.7626,0.0595,20.0654,0.0843,1.8312,0.0,0.0,1.4099,2.1637,46.3287,7.1,16.1,0.0656601038772799,0.0009542215243386881,0.0547771469984298,0.009928735354511409,8279000.0,%
